wos_subject,ds_subject,mag_subject,count
Communication,Information and Computing Sciences,Medicine,1
Meteorology & Atmospheric Sciences,Earth Sciences,Environmental science,1
Architecture,,Psychology,1
Mathematical & Computational Biology,Information and Computing Sciences,Geology,1
"Computer Science, Interdisciplinary Applications",Engineering,Psychology,1
"Engineering, Industrial",Engineering;Mathematical Sciences,Mathematics,1
Geography,Engineering,Engineering,1
Biophysics,Physical Sciences,Psychology,1
"Social Sciences, Mathematical Methods",Mathematical Sciences,Computer science,1
"Engineering, Geological",Mathematical Sciences,Geography,1
Pediatrics,Information and Computing Sciences,Medicine,1
Energy & Fuels,Engineering,Chemistry; Physics,1
Biochemical Research Methods,Engineering;Physical Sciences,Physics,1
Metallurgy & Metallurgical Engineering,Economics,Materials science,1
Meteorology & Atmospheric Sciences,Earth Sciences;Information and Computing Sciences;Mathematical Sciences,,1
Water Resources,Information and Computing Sciences;Mathematical Sciences,Environmental science,1
Education & Educational Research,,Engineering; Physics,1
"Physics, Applied",Engineering;Physical Sciences;Technology,Chemistry,1
"Chemistry, Applied",Engineering,Medicine,1
"Agriculture, Multidisciplinary",Biological Sciences,Economics,1
Biochemical Research Methods,Biological Sciences,Physics,1
"Engineering, Electrical & Electronic",Earth Sciences;Engineering,Materials science,1
Agricultural Economics & Policy,Economics;Information and Computing Sciences,Economics,1
Orthopedics,Engineering,Biology,1
"Social Sciences, Interdisciplinary",Information and Computing Sciences,Computer science,1
"Engineering, Civil",Earth Sciences;Mathematical Sciences,Economics,1
Cultural Studies,,Sociology,1
Neurosciences,Medical and Health Sciences;Physical Sciences,Computer science,1
Mining & Mineral Processing,Information and Computing Sciences,Mathematics,1
Behavioral Sciences,Biological Sciences;Medical and Health Sciences,Biology,1
"Dentistry, Oral Surgery & Medicine",,Mathematics,1
Biophysics,Engineering;Technology,Biology,1
Energy & Fuels,Physical Sciences,Materials science,1
Meteorology & Atmospheric Sciences,Mathematical Sciences,Economics,1
Ecology,Mathematical Sciences,Mathematics,1
Soil Science,Engineering,Environmental science,1
"Psychology, Biological",Biological Sciences,Biology,1
Multidisciplinary Sciences,Economics;Information and Computing Sciences;Mathematical Sciences,Mathematics,1
Substance Abuse,,Biology,1
"Social Sciences, Mathematical Methods",Economics;Mathematical Sciences,Political science,1
"Chemistry, Analytical",Engineering,Physics,1
"Engineering, Chemical",Earth Sciences;Engineering,Chemistry,1
Biophysics,Earth Sciences,Biology,1
"Chemistry, Multidisciplinary",Engineering;Physical Sciences;Technology,Materials science,1
"Radiology, Nuclear Medicine & Medical Imaging",Engineering;Physical Sciences,Medicine; Physics,1
Social Work,Medical and Health Sciences,Psychology,1
Microscopy,Physical Sciences,Computer science,1
Nanoscience & Nanotechnology,,Biology,1
"Chemistry, Physical",Mathematical Sciences,Physics,1
Management,Information and Computing Sciences,Geography,1
Biotechnology & Applied Microbiology,Biological Sciences;Engineering;Technology,Biology,1
Communication,,Political science,1
Psychiatry,Medical and Health Sciences,Medicine,1
Biophysics,Biological Sciences,,1
Remote Sensing,Engineering,Chemistry,1
"Physics, Multidisciplinary",Mathematical Sciences;Physical Sciences,,1
Quantum Science & Technology,,Mathematics,1
"Chemistry, Analytical",Engineering;Physical Sciences,,1
"Computer Science, Artificial Intelligence",Mathematical Sciences,Computer science; Mathematics,1
Business,Mathematical Sciences,Engineering,1
,Engineering;Technology,Geography,1
Automation & Control Systems,Biological Sciences,,1
Automation & Control Systems,Technology,,1
Industrial Relations & Labor,Economics,,1
Environmental Sciences,Biological Sciences;Information and Computing Sciences,Environmental science,1
Acoustics,Mathematical Sciences;Technology,Computer science,1
"Computer Science, Interdisciplinary Applications",Engineering;Information and Computing Sciences,Geography,1
"Computer Science, Interdisciplinary Applications",Information and Computing Sciences,Psychology,1
"Engineering, Marine",Engineering;Information and Computing Sciences,Environmental science,1
,Earth Sciences,Medicine,1
"Engineering, Civil",Mathematical Sciences,Computer science,1
Anatomy & Morphology,Biological Sciences,,1
,Biological Sciences;Information and Computing Sciences;Physical Sciences,Chemistry,1
Art,Information and Computing Sciences,Art,1
"Physics, Mathematical",Mathematical Sciences,,1
Nutrition & Dietetics,Biological Sciences,Biology,1
Horticulture,Information and Computing Sciences,,1
Soil Science,Biological Sciences,Geology,1
"Engineering, Aerospace",Economics,Engineering,1
Optics,Engineering;Physical Sciences;Technology,Materials science,1
Biodiversity Conservation,Information and Computing Sciences,Geography,1
Thermodynamics,Engineering;Mathematical Sciences,Engineering,1
Multidisciplinary Sciences,Mathematical Sciences,Engineering,1
,Information and Computing Sciences;Technology,Chemistry,1
Acoustics,,Biology,1
,,Computer science; Environmental science,1
Metallurgy & Metallurgical Engineering,Economics;Mathematical Sciences,,1
"Engineering, Marine",,Materials science,1
"Social Sciences, Interdisciplinary",,Business,1
,Engineering;Information and Computing Sciences;Medical and Health Sciences,Engineering,1
Metallurgy & Metallurgical Engineering,Information and Computing Sciences;Technology,Computer science,1
Neuroimaging,,Mathematics,1
Automation & Control Systems,Technology,Physics,1
Water Resources,,Biology,1
Area Studies,,Computer science,1
Biotechnology & Applied Microbiology,Mathematical Sciences,,1
"Engineering, Electrical & Electronic",Information and Computing Sciences;Technology,Medicine,1
Evolutionary Biology,Biological Sciences;Medical and Health Sciences,Biology,1
"Mathematics, Interdisciplinary Applications",,Geography,1
"Physics, Multidisciplinary",Information and Computing Sciences,Geology,1
Mechanics,Information and Computing Sciences,Computer science,1
Mathematics,Biological Sciences,,1
"Computer Science, Theory & Methods",Economics,,1
Automation & Control Systems,Engineering,Geography,1
"Engineering, Electrical & Electronic",Earth Sciences,Geography,1
Social Issues,,Computer science,1
"Computer Science, Software Engineering",Information and Computing Sciences;Physical Sciences,Computer science,1
Political Science,Information and Computing Sciences,,1
"Materials Science, Multidisciplinary",Earth Sciences,,1
"Engineering, Marine",Information and Computing Sciences,Geography,1
"Education, Scientific Disciplines",,Mathematics; Physics,1
"Medicine, General & Internal",Mathematical Sciences,Medicine,1
Biology,Biological Sciences,Medicine,1
"Materials Science, Multidisciplinary",Information and Computing Sciences;Mathematical Sciences,Computer science,1
"Computer Science, Artificial Intelligence",Mathematical Sciences,Materials science,1
Forestry,,Environmental science,1
"Materials Science, Paper & Wood",,Computer science,1
,Biological Sciences;Engineering;Physical Sciences,Chemistry,1
"Chemistry, Multidisciplinary",Earth Sciences,,1
Philosophy,Biological Sciences,Philosophy,1
"Engineering, Geological",Information and Computing Sciences,,1
Spectroscopy,Physical Sciences,,1
"Medicine, Research & Experimental",,Materials science,1
Education & Educational Research,Biological Sciences,Sociology,1
Green & Sustainable Science & Technology,Economics,Computer science,1
"Radiology, Nuclear Medicine & Medical Imaging",Engineering;Information and Computing Sciences;Technology,,1
"Chemistry, Multidisciplinary",,Environmental science,1
Spectroscopy,Information and Computing Sciences,Physics,1
"Engineering, Mechanical",Information and Computing Sciences;Mathematical Sciences,Computer science,1
"Geography, Physical",Engineering,Business,1
Mathematics,Engineering,Environmental science,1
Biology,Information and Computing Sciences,Psychology,1
Environmental Sciences,Earth Sciences;Engineering;Mathematical Sciences,,1
"Computer Science, Information Systems",Biological Sciences,Geography,1
"Computer Science, Hardware & Architecture",Engineering,Environmental science,1
"Computer Science, Artificial Intelligence",Mathematical Sciences,Physics,1
"Engineering, Industrial",Economics,,1
"Engineering, Industrial",Information and Computing Sciences;Mathematical Sciences,,1
Nutrition & Dietetics,,Mathematics,1
Ophthalmology,Information and Computing Sciences,,1
,Biological Sciences;Engineering;Medical and Health Sciences,Engineering,1
Cardiac & Cardiovascular Systems,,Physics,1
"Agriculture, Multidisciplinary",,Geology,1
Law,,Political science,1
"Computer Science, Cybernetics",Information and Computing Sciences;Medical and Health Sciences,Computer science,1
Imaging Science & Photographic Technology,Physical Sciences,,1
"Physics, Condensed Matter",,Materials science,1
Law,,Medicine,1
Business,Engineering,Computer science,1
Geochemistry & Geophysics,Physical Sciences,Geography,1
"Materials Science, Multidisciplinary",Mathematical Sciences,Chemistry,1
"Psychology, Experimental",,Political science,1
Biodiversity Conservation,Mathematical Sciences,Biology,1
"Engineering, Civil",Engineering;Mathematical Sciences,,1
"Materials Science, Characterization & Testing",,Physics,1
Automation & Control Systems,Mathematical Sciences,Economics,1
"Education, Scientific Disciplines",Biological Sciences,Biology,1
Food Science & Technology,Economics,Business,1
"Engineering, Chemical",Medical and Health Sciences,Physics,1
"Geography, Physical",Engineering;Information and Computing Sciences,,1
Geography,Engineering,Computer science,1
Acoustics,Physical Sciences;Technology,Computer science,1
"Psychology, Social",,Sociology,1
"Business, Finance",Economics;Information and Computing Sciences,Business,1
"Engineering, Multidisciplinary",Engineering,Geology,1
Green & Sustainable Science & Technology,Information and Computing Sciences,Economics,1
"Chemistry, Applied",Engineering,Engineering,1
"Computer Science, Interdisciplinary Applications",Physical Sciences,Physics,1
Biochemistry & Molecular Biology,,Computer science,1
Spectroscopy,Engineering;Information and Computing Sciences,Chemistry,1
"Engineering, Multidisciplinary",Engineering;Physical Sciences,Mathematics,1
Physiology,Biological Sciences;Physical Sciences,Chemistry,1
Education & Educational Research,Technology,Psychology,1
Economics,Economics;Mathematical Sciences,Computer science,1
"Dentistry, Oral Surgery & Medicine",Biological Sciences,Medicine,1
"Engineering, Biomedical",Mathematical Sciences,Materials science,1
"Business, Finance",Economics,Mathematics,1
Operations Research & Management Science,Information and Computing Sciences,Engineering,1
Rehabilitation,,Computer science,1
Dermatology,Biological Sciences;Technology,Physics,1
"Computer Science, Information Systems",Biological Sciences,Biology,1
"Materials Science, Multidisciplinary",Engineering;Physical Sciences;Technology,Chemistry,1
Instruments & Instrumentation,Physical Sciences,Mathematics,1
"Materials Science, Multidisciplinary",Mathematical Sciences,Physics,1
Mathematical & Computational Biology,Information and Computing Sciences,Engineering,1
Biochemical Research Methods,Information and Computing Sciences,Medicine,1
"Engineering, Ocean",Information and Computing Sciences,Mathematics,1
Economics,Economics;Engineering,Business,1
Psychiatry,Biological Sciences;Medical and Health Sciences,Psychology,1
"Business, Finance",Mathematical Sciences,Business,1
Mathematics,Information and Computing Sciences,Physics,1
"Mathematics, Interdisciplinary Applications",Economics,Computer science,1
"Public, Environmental & Occupational Health",Mathematical Sciences,Geography,1
"Computer Science, Cybernetics",Earth Sciences;Information and Computing Sciences,Computer science,1
"Materials Science, Paper & Wood",Information and Computing Sciences,Materials science,1
Plant Sciences,,Computer science,1
Remote Sensing,Technology,Computer science,1
Food Science & Technology,Information and Computing Sciences,Materials science,1
Rehabilitation,,Engineering,1
"Humanities, Multidisciplinary",Information and Computing Sciences,Engineering,1
